linha_produto_x,principio_ativo,n_skus,marcas,cod_item_fuzz_token_set,desc_fuzz_token_set,fuzz_token_set,cod_item_fuzz_token_sort,desc_fuzz_token_sort,fuzz_token_sort,cod_item_fuzz_wratio,desc_fuzz_wratio,fuzz_wratio,cod_item_tfidf,desc_tfidf,tfidf,cod_item_spacy,desc_spacy,spacy,score_mean,score_max,score_std,best_method,best_cod_item,best_desc_global,linha_key,confianca,linha_produto_y,custo_medio,custo_min,custo_max,cod_item_fuzzy,vl_medio,abc,desc_global_fuzzy,cod_item,prev_mes_rs,incerteza,prioridade,gap_custo_pct,ja_rodou_llm
PIROXICAM,CARBONATO DE LITIO,2,"['HYPERA', 'NEO QUIMICA']",86866,hidroxizina 25 mg com,0.47,86866,hidroxizina 25 mg com,0.47,87232,tenoxicam 40 mg po liof inj fa,0.68,87230,tenoxicam 20 mg com rev,0.4114858904772177,87330,histerometro descartável,0.5701778531074524,0.520332748716934,0.68,0.105939340307853,fuzz_wratio,87232,tenoxicam 40 mg po liof inj fa,PIROXICAM,revisar,PIROXICAM,0.2837645,0.198,0.369529,87232,7.08,B,tenoxicam 40 mg po liof inj fa,87232,18798.108,0.53,9963.0,-96.0,False
BEVACIZUMABE (25 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 16 ML),BEVACIZUMABE,3,"['BIOCON BIOLOGICS', 'TEUTO']",112383,guselcumabe 200 mg sol dil infus fa 20 ml - tremfya,0.69,86744,eculizumabe 10 mg/ml sol inj fras 30 ml soliris,0.63,108044,ravulizumabe 100 mg/ml fa 3 ml ultomiris,0.86,112383,guselcumabe 200 mg sol dil infus fa 20 ml - tremfya,0.2837713164520766,87279,ustequinumabe 130 mg/26 ml sol inj infus iv fa 26 ml stelara,0.936105728149414,0.6799754089202981,0.936105728149414,0.2537653003433763,spacy,87279,ustequinumabe 130 mg/26 ml sol inj infus iv fa 26 ml stelara,BEVACIZUMABE (25 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 16 ML),revisar,BEVACIZUMABE (25 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 16 ML),1260.55,1248.01,1280.0,87279,34322.0,B,ustequinumabe 130 mg/26 ml sol inj infus iv fa 26 ml stelara,87279,30889.8,0.31,9576.0,-96.3,False
"FOSAPREPITANTO DIMEGLUMINA (150MG PO LIOF SOL INFUS IV FA)
",FOSAPREPITANTO DIMEGLUMINA,1,['CAMBER'],86873,imipenem 500 mg + cilastatina 500 mg po liof inj iv fa,0.59,83653,ceftriaxona sodica 1 g iv/im po liof inj fa,0.57,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87094,pantoprazol 40 mg po liof inj fa,0.1474751563630562,102978,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,0.997377336025238,0.6329704984776588,0.997377336025238,0.3262867651490896,spacy,102978,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,FOSAPREPITANTO DIMEGLUMINA (150MG PO LIOF SOL INFUS IV FA),revisar,"FOSAPREPITANTO DIMEGLUMINA (150MG PO LIOF SOL INFUS IV FA)
",115.000032,115.000032,115.000032,102978,7895.8,B,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,102978,21318.660000000003,0.41,8741.0,-98.5,False
BISACODIL (5MG COMPRIMIDO REVESTIDO DE LIBERACAO RETARDADA),BISACODIL,1,['NEO QUIMICA'],102396,nexium 20mg comprimido revestido,0.68,107341,pulseira amarela com descrição - risco de queda,0.55,106834,belzutifano 40 mg com rev  welireg,0.86,83650,bisacodil 5 mg drg,0.4866215238085918,86826,fosfato de ruxolitinibe 5 mg com jakavi,0.9695130586624146,0.7092269164942012,0.9695130586624146,0.2038639147515951,spacy,86826,fosfato de ruxolitinibe 5 mg com jakavi,BISACODIL (5MG COMPRIMIDO REVESTIDO DE LIBERACAO RETARDADA),revisar,BISACODIL (5MG COMPRIMIDO REVESTIDO DE LIBERACAO RETARDADA),0.08,0.08,0.08,86826,255.47,B,fosfato de ruxolitinibe 5 mg com jakavi,86826,27015.9525,0.32,8645.0,-100.0,False
CLORIDRATO DE OXICODONA (10MG COMPRIMIDO) A1,CLORIDRATO DE OXICODONA,2,['MUNDIPHARMA'],86651,"doxiciclina, cloridrato de 100 mg com rev",0.72,86651,"doxiciclina, cloridrato de 100 mg com rev",0.72,95507,"escetamina, cloridrato 28mg/0,2ml spray nasal spravato",0.86,86651,"doxiciclina, cloridrato de 100 mg com rev",0.3108698936708856,104444,fosfato de ruxolitinibe 10 mg com jakavi,0.9410022497177124,0.7103744286777196,0.9410022497177124,0.2425727623666562,spacy,104444,fosfato de ruxolitinibe 10 mg com jakavi,CLORIDRATO DE OXICODONA (10MG COMPRIMIDO) A1,revisar,CLORIDRATO DE OXICODONA (10MG COMPRIMIDO) A1,10.2646785,7.349286,13.180071,104444,373.55,B,fosfato de ruxolitinibe 10 mg com jakavi,104444,30257.55,0.28,8472.0,-97.3,False
EQUIPO P/TRANSFUSAO CAMARA DUPLA LLOCK,PRODUTOS PARA SAUDE,1,['LAMEDID'],87678,equipo p/ hemotranfusao luer slip,0.57,87518,equipo macrogotas c/ filtro de ar inj lat c/ camara flexivel ,0.5,111119,papel higienico smarone folha dupla - sistema fechado 1250folha,0.86,87678,equipo p/ hemotranfusao luer slip,0.2925435227983136,87800,dispositivo p/ lavagem sistema fechado ponta dupla,0.8129493594169617,0.607098576443055,0.86,0.2335192530134164,fuzz_wratio,111119,papel higienico smarone folha dupla - sistema fechado 1250folha,EQUIPO P/TRANSFUSAO CAMARA DUPLA LLOCK,revisar,EQUIPO P/TRANSFUSAO CAMARA DUPLA LLOCK,3.02226,3.02226,3.02226,111119,27.5,A,papel higienico smarone folha dupla - sistema fechado 1250folha,111119,19459.0,0.43,8367.0,-89.0,False
DELAFLOXACINO MEGLUMINA (300MG PO LIOF SOL INFUS IV FA),DELAFLOXACINO MEGLUMINA,1,['EUROFARMA'],86620,hidrocortisona 500 mg po liof sol inj fa,0.62,86676,daptomicina 500 mg inj po liof fa,0.6,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,86912,levofloxacino 5 mg/ml sol inj bols 100 ml,0.2845083738358708,102978,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,0.9915969967842102,0.6712210741240162,0.9915969967842102,0.2718092010368699,spacy,102978,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,DELAFLOXACINO MEGLUMINA (300MG PO LIOF SOL INFUS IV FA),revisar,DELAFLOXACINO MEGLUMINA (300MG PO LIOF SOL INFUS IV FA),240.436,240.436,240.436,102978,7895.8,B,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,102978,21318.660000000003,0.38,8101.0,-97.0,False
CLORIDRATO DE DOXORRUBICINA (50MG PO LIOFILO SOLUCAO INJETAVEL IV),CLORIDRATO DE DOXORRUBICINA,4,"['BERGAMO', 'EUROFARMA ONCO', 'FARMARIN ONCO']",86704,"escetamina, cloridrato de 50 mg/ml sol inj amp 2 ml im/ev (ketamin)",0.63,86865,"hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml",0.63,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,86651,"doxiciclina, cloridrato de 100 mg com rev",0.2480094221185295,102978,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,0.8614068627357483,0.6458832569708556,0.8614068627357483,0.2505516655559338,spacy,102978,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,CLORIDRATO DE DOXORRUBICINA (50MG PO LIOFILO SOLUCAO INJETAVEL IV),revisar,CLORIDRATO DE DOXORRUBICINA (50MG PO LIOFILO SOLUCAO INJETAVEL IV),43.22498675,38.0,48.0,102978,7895.8,B,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,102978,21318.660000000003,0.37,7888.0,-99.5,False
FITA TRANSPORE,PRODUTOS PARA SAUDE,1,['3M'],85017,pre nan ,0.48,85017,pre nan ,0.48,88058,"fita médica suave hipoalergênica branco 50mm x 4,0m",0.86,103781,fita dupla face acrilico transparente verde 19mm x 2m,0.2476904987817226,83887,saco hamper verde 87x92cm 100l com fita,0.5794556140899658,0.5294292225743377,0.86,0.2213836507676097,fuzz_wratio,88058,"fita médica suave hipoalergênica branco 50mm x 4,0m",FITA TRANSPORE,revisar,FITA TRANSPORE,17.27,17.27,17.27,88058,36.84,A,"fita médica suave hipoalergênica branco 50mm x 4,0m",88058,15078.612000000001,0.52,7841.0,-53.1,False
BELIMUMABE (120MG PO LIOFILO PARA SOLUCAO INJETAVEL IV),BELIMUMABE,1,['GSK'],86603,golimumabe 50mg sol inj iv fras 4 ml simponi,0.64,86603,golimumabe 50mg sol inj iv fras 4 ml simponi,0.64,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,86603,golimumabe 50mg sol inj iv fras 4 ml simponi,0.3174979995951159,102978,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,0.94800865650177,0.6811013312193772,0.94800865650177,0.2443513226919145,spacy,102978,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,BELIMUMABE (120MG PO LIOFILO PARA SOLUCAO INJETAVEL IV),revisar,BELIMUMABE (120MG PO LIOFILO PARA SOLUCAO INJETAVEL IV),813.87875,813.87875,813.87875,102978,7895.8,B,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,102978,21318.660000000003,0.36,7675.0,-89.7,False
DANTROLENO SODICO (20MG PO LIOFILO PARA SOLUCAO INJETAVEL IV FA + DILUENTE FA 60ML) ,DANTROLENO SODICO,1,['CRISTALIA'],87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.65,86761,ertapenem sodico 1 g po liof inj fa,0.54,115190,dupilumabe 150 mg/ml sol inj can 2 ml - dupixent,0.86,87063,omeprazol 40 mg po liof inj fa + diluente,0.3981889861316184,102978,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,0.9268084168434144,0.6749994805950065,0.9268084168434144,0.2197196032393782,spacy,102978,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,DANTROLENO SODICO (20MG PO LIOFILO PARA SOLUCAO INJETAVEL IV FA + DILUENTE FA 60ML),revisar,DANTROLENO SODICO (20MG PO LIOFILO PARA SOLUCAO INJETAVEL IV FA + DILUENTE FA 60ML) ,176.0,176.0,176.0,102978,7895.8,B,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,102978,21318.660000000003,0.35,7462.0,-97.8,False
"ATADURA DE CREPOM 15 X 1,8M 13 F ECOMAX",PRODUTOS PARA SAUDE,1,['ECOMAX '],88076,"atadura crepom cysne 8cm x 1,80m embalagem individual",0.63,88076,"atadura crepom cysne 8cm x 1,80m embalagem individual",0.63,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,88076,"atadura crepom cysne 8cm x 1,80m embalagem individual",0.3345588927961305,87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",0.892992377281189,0.6695102540154639,0.892992377281189,0.2244688939875785,spacy,87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ","ATADURA DE CREPOM 15 X 1,8M 13 F ECOMAX",revisar,"ATADURA DE CREPOM 15 X 1,8M 13 F ECOMAX",0.5725,0.5725,0.5725,87500,0.43,A,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",87500,19118.445,0.37,7074.0,33.1,False
"ATADURA DE CREPOM 12 X 1,8M 13 F ECOMAX",PRODUTOS PARA SAUDE,1,['ECOMAX '],88076,"atadura crepom cysne 8cm x 1,80m embalagem individual",0.63,88076,"atadura crepom cysne 8cm x 1,80m embalagem individual",0.63,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,88076,"atadura crepom cysne 8cm x 1,80m embalagem individual",0.334728963476293,87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",0.8853908181190491,0.6680239563190684,0.8853908181190491,0.2225310926132174,spacy,87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ","ATADURA DE CREPOM 12 X 1,8M 13 F ECOMAX",revisar,"ATADURA DE CREPOM 12 X 1,8M 13 F ECOMAX",0.458333,0.458333,0.458333,87500,0.43,A,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",87500,19118.445,0.37,7074.0,6.6,False
BELIMUMABE (400MG PO LIOFILO PARA SOLUCAO INJETAVEL IV),BELIMUMABE,1,['GSK'],86603,golimumabe 50mg sol inj iv fras 4 ml simponi,0.67,86603,golimumabe 50mg sol inj iv fras 4 ml simponi,0.67,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,86603,golimumabe 50mg sol inj iv fras 4 ml simponi,0.3195772697741521,102978,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,0.9551560878753662,0.6949466715299037,0.9551560878753662,0.2434637561369332,spacy,102978,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,BELIMUMABE (400MG PO LIOFILO PARA SOLUCAO INJETAVEL IV),revisar,BELIMUMABE (400MG PO LIOFILO PARA SOLUCAO INJETAVEL IV),2712.888333,2712.888333,2712.888333,102978,7895.8,B,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,102978,21318.660000000003,0.33,7035.0,-65.6,False
BILASTINA,DIMENIDRINATO+PIRIDOXINA+GLICOSE+FRUTOSE,1,['COSMED'],83940,vaselina 1000ml,0.5,83940,vaselina 1000ml,0.5,88066,curativo biatain alginato de prata 15cm x15cm (ref: 3765),0.7,86873,imipenem 500 mg + cilastatina 500 mg po liof inj iv fa,0.1938704833253124,115190,dupilumabe 150 mg/ml sol inj can 2 ml - dupixent,0.0,0.3787740966650624,0.7,0.2784944715710797,fuzz_wratio,88066,curativo biatain alginato de prata 15cm x15cm (ref: 3765),BILASTINA,revisar,BILASTINA,1.386667,1.386667,1.386667,88066,125.34,A,curativo biatain alginato de prata 15cm x15cm (ref: 3765),88066,13762.332,0.5,6881.0,-98.9,False
PEMETREXEDE DISSODICO (100MG PO LIOF SOL INJ IV FA),PEMETREXEDE DISSODICO HEPTAIDRATADO,3,"['BERGAMO', 'CRISTALIA ONCO', 'EUROFARMA ONCO']",86583,cefepima 1 g po liof inj fa,0.68,87089,pamidronato dissódico 9 mg/ml po liof inj fa + amp dil 10 ml,0.6,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87089,pamidronato dissódico 9 mg/ml po liof inj fa + amp dil 10 ml,0.3952428379958697,102978,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,0.9868959784507751,0.704427763289329,0.9868959784507751,0.2297216820444403,spacy,102978,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,PEMETREXEDE DISSODICO (100MG PO LIOF SOL INJ IV FA),revisar,PEMETREXEDE DISSODICO (100MG PO LIOF SOL INJ IV FA),88.2922,64.8766,135.0,102978,7895.8,B,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,102978,21318.660000000003,0.32,6822.0,-98.9,False
FITA RIOSCOPE OPA TEST STRIPS,PRODUTOS PARA SAUDE,1,['RIOQUIMICA'],113689,teste fita revital ox steris tubo com 60 un,0.56,113689,teste fita revital ox steris tubo com 60 un,0.56,88058,"fita médica suave hipoalergênica branco 50mm x 4,0m",0.86,113689,teste fita revital ox steris tubo com 60 un,0.1921324017323561,83779,oxivir tb wipes pacote com160 lencos diversey,0.5452837347984314,0.5434832273061575,0.86,0.2367377871272282,fuzz_wratio,88058,"fita médica suave hipoalergênica branco 50mm x 4,0m",FITA RIOSCOPE OPA TEST STRIPS,revisar,FITA RIOSCOPE OPA TEST STRIPS,3.28125,3.28125,3.28125,88058,36.84,A,"fita médica suave hipoalergênica branco 50mm x 4,0m",88058,15078.612000000001,0.44,6635.0,-91.1,False
TIOPENTAL SODICO (1G PO INJ IV B1 VP ),TIOPENTAL SODICO,1,['CRISTALIA'],86761,ertapenem sodico 1 g po liof inj fa,0.63,87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.52,87109,guselcumabe 100 mg sol inj ser+can preenc 1 ml tremfya,0.86,86761,ertapenem sodico 1 g po liof inj fa,0.2151903444579883,83653,ceftriaxona sodica 1 g iv/im po liof inj fa,0.8971391916275024,0.624465907217098,0.8971391916275024,0.2776136105811587,spacy,83653,ceftriaxona sodica 1 g iv/im po liof inj fa,TIOPENTAL SODICO (1G PO INJ IV B1 VP ),revisar,TIOPENTAL SODICO (1G PO INJ IV B1 VP ),30.4,30.4,30.4,83653,6.64,B,ceftriaxona sodica 1 g iv/im po liof inj fa,83653,17295.208,0.37,6399.0,357.8,False
DIU COBRE/PRATA S/HORM CU380AG,PRODUTOS PARA SAUDE,1,['DKT'],87331,dispositivo intra uterino cobre tcu 380a,0.54,114726,curativo hidrofibra estéril com prata 15x15 cm - wound care,0.46,88066,curativo biatain alginato de prata 15cm x15cm (ref: 3765),0.86,87331,dispositivo intra uterino cobre tcu 380a,0.2367629366999828,87835,seringa descartavel s/ agulha 20ml s/ rosca luer slip,0.7226377725601196,0.5638801418520205,0.86,0.240446442399434,fuzz_wratio,88066,curativo biatain alginato de prata 15cm x15cm (ref: 3765),DIU COBRE/PRATA S/HORM CU380AG,revisar,DIU COBRE/PRATA S/HORM CU380AG,194.641667,194.641667,194.641667,88066,125.34,A,curativo biatain alginato de prata 15cm x15cm (ref: 3765),88066,13762.332,0.46,6331.0,55.3,False
DIU COBRE/PRATA S/HORM MINI CU380AG,PRODUTOS PARA SAUDE,1,['DKT'],87331,dispositivo intra uterino cobre tcu 380a,0.56,87110,diu andalan silverflex mini cu 380 ag mini,0.47,88066,curativo biatain alginato de prata 15cm x15cm (ref: 3765),0.86,87110,diu andalan silverflex mini cu 380 ag mini,0.2631507317022424,87835,seringa descartavel s/ agulha 20ml s/ rosca luer slip,0.7162579298019409,0.5738817323008367,0.86,0.228950058012955,fuzz_wratio,88066,curativo biatain alginato de prata 15cm x15cm (ref: 3765),DIU COBRE/PRATA S/HORM MINI CU380AG,revisar,DIU COBRE/PRATA S/HORM MINI CU380AG,219.738,219.738,219.738,88066,125.34,A,curativo biatain alginato de prata 15cm x15cm (ref: 3765),88066,13762.332,0.44,6055.0,75.3,False
DIU COBRE S/HORM CLASSIC CU380,PRODUTOS PARA SAUDE,1,['DKT'],92806,diu andalan comfort mini cu 375,0.49,92806,diu andalan comfort mini cu 375,0.49,87547,seringa descartavel s/ agulha c/ rosca luer lock 10ml,0.86,87331,dispositivo intra uterino cobre tcu 380a,0.1904218311977687,87835,seringa descartavel s/ agulha 20ml s/ rosca luer slip,0.7268037796020508,0.5514451221599639,0.86,0.2568295125518339,fuzz_wratio,87547,seringa descartavel s/ agulha c/ rosca luer lock 10ml,DIU COBRE S/HORM CLASSIC CU380,revisar,DIU COBRE S/HORM CLASSIC CU380,70.967826,70.967826,70.967826,87547,0.32,A,seringa descartavel s/ agulha c/ rosca luer lock 10ml,87547,11751.136,0.51,5993.0,22077.4,False
LANCETA DESC 28G EST C/DISP SEG  XINLE,PRODUTOS PARA SAUDE,1,['TKL'],87745,lanceta descartavel p/ glicemia capilar c/ disposito de segurança,0.54,87745,lanceta descartavel p/ glicemia capilar c/ disposito de segurança,0.54,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87745,lanceta descartavel p/ glicemia capilar c/ disposito de segurança,0.2908640482161474,87890,cateter intravenoso c/ dispositivo segurança 22g jelco,0.8839682340621948,0.6229664564556685,0.8839682340621948,0.2491815121708768,spacy,87890,cateter intravenoso c/ dispositivo segurança 22g jelco,LANCETA DESC 28G EST C/DISP SEG  XINLE,revisar,LANCETA DESC 28G EST C/DISP SEG  XINLE,0.087316,0.087316,0.087316,87890,3.16,A,cateter intravenoso c/ dispositivo segurança 22g jelco,87890,12281.34,0.46,5649.0,-97.2,False
LANCETA DESC 28G EST C/DISP SEG,PRODUTOS PARA SAUDE,1,['TKL'],87745,lanceta descartavel p/ glicemia capilar c/ disposito de segurança,0.55,87745,lanceta descartavel p/ glicemia capilar c/ disposito de segurança,0.55,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87745,lanceta descartavel p/ glicemia capilar c/ disposito de segurança,0.3487073805903417,87890,cateter intravenoso c/ dispositivo segurança 22g jelco,0.8839682340621948,0.6385351229305073,0.8839682340621948,0.2285613484547541,spacy,87890,cateter intravenoso c/ dispositivo segurança 22g jelco,LANCETA DESC 28G EST C/DISP SEG,revisar,LANCETA DESC 28G EST C/DISP SEG,0.08942,0.08942,0.08942,87890,3.16,A,cateter intravenoso c/ dispositivo segurança 22g jelco,87890,12281.34,0.45,5527.0,-97.2,False
TAMPA PRESSAO INT P/TUBO ENSAIO 12X75,PRODUTOS PARA SAUDE,1,['CRAL'],87141,protamina 10 mg/ml sol inj amp 5 ml,0.52,87963,"tubo pre dobrado saida norte nº 7,0 intub nasot",0.5,87517,equipo p/ bi enteral enteralfix air tk ref. 402112p - ponta lanceta,0.86,92744,pote pet c/ tampa 4ml,0.2193544397345892,84288,etiqueta bobina p/ etiquetadora browne,0.74238520860672,0.5683479296682619,0.86,0.2470603784494395,fuzz_wratio,87517,equipo p/ bi enteral enteralfix air tk ref. 402112p - ponta lanceta,TAMPA PRESSAO INT P/TUBO ENSAIO 12X75,revisar,TAMPA PRESSAO INT P/TUBO ENSAIO 12X75,0.034938,0.034938,0.034938,87517,11.92,A,equipo p/ bi enteral enteralfix air tk ref. 402112p - ponta lanceta,87517,11207.184000000001,0.48,5379.0,-99.7,False
CLORIDRATO DE IRINOTECANO (20MG/ML SOLUCAO INJETAVEL FRASCO-AMPOLA 5ML),CLORIDRATO DE IRINOTECANO TRI-HIDRATADO,7,"['ACCORD', 'BLAU', 'CAMBER', 'CRISTALIA ONCO', 'FARMARIN ONCO', 'FRESENIUS']",86704,"escetamina, cloridrato de 50 mg/ml sol inj amp 2 ml im/ev (ketamin)",0.68,86704,"escetamina, cloridrato de 50 mg/ml sol inj amp 2 ml im/ev (ketamin)",0.67,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,86704,"escetamina, cloridrato de 50 mg/ml sol inj amp 2 ml im/ev (ketamin)",0.2344919554559529,115780,propofol 10mg/ml sol inj amp 20ml,0.9724912047386168,0.683396632038914,0.9724912047386168,0.2812787038938734,spacy,115780,propofol 10mg/ml sol inj amp 20ml,CLORIDRATO DE IRINOTECANO (20MG/ML SOLUCAO INJETAVEL FRASCO-AMPOLA 5ML),revisar,CLORIDRATO DE IRINOTECANO (20MG/ML SOLUCAO INJETAVEL FRASCO-AMPOLA 5ML),33.885718714285716,28.000032,42.0,115780,7.62,B,propofol 10mg/ml sol inj amp 20ml,115780,16271.976599999998,0.32,5207.0,344.7,False
AGULHA ASPIRA 25X12 TRIFACETADO,PRODUTOS PARA SAUDE,1,['SR'],87900,agulha descartavel aspiração 25x12 s/ dispositivo de segurança,0.56,87900,agulha descartavel aspiração 25x12 s/ dispositivo de segurança,0.54,87547,seringa descartavel s/ agulha c/ rosca luer lock 10ml,0.86,87900,agulha descartavel aspiração 25x12 s/ dispositivo de segurança,0.4042155526565668,114847,agulha descart p/ peridural pediátrica tuohy 22ga estéril,0.4241511821746826,0.5576733469662499,0.86,0.1824120533071608,fuzz_wratio,87547,seringa descartavel s/ agulha c/ rosca luer lock 10ml,AGULHA ASPIRA 25X12 TRIFACETADO,revisar,AGULHA ASPIRA 25X12 TRIFACETADO,0.07,0.07,0.07,87547,0.32,A,seringa descartavel s/ agulha c/ rosca luer lock 10ml,87547,11751.136,0.44,5170.0,-78.1,False
BLOOD STOP-CURATIVO REDONDO AD BEGE,PRODUTOS PARA SAUDE,1,['CIEX'],84230,curativo redondo antiseptico rl c/ 500 und,0.63,84230,curativo redondo antiseptico rl c/ 500 und,0.55,88066,curativo biatain alginato de prata 15cm x15cm (ref: 3765),0.86,84230,curativo redondo antiseptico rl c/ 500 und,0.4326193350485669,87493,cateter central venoso duplo lumem ad 7fr x 20cm kit c/ bisturi,0.4520773589611053,0.5849393388019345,0.86,0.1730341564206984,fuzz_wratio,88066,curativo biatain alginato de prata 15cm x15cm (ref: 3765),BLOOD STOP-CURATIVO REDONDO AD BEGE,revisar,BLOOD STOP-CURATIVO REDONDO AD BEGE,0.0156,0.0156,0.0156,88066,125.34,A,curativo biatain alginato de prata 15cm x15cm (ref: 3765),88066,13762.332,0.37,5092.0,-100.0,False
TAMPA PRESSAO INT P/TUBO CONICO PP 18010,PRODUTOS PARA SAUDE,1,['CRAL'],87263,tramadol 100 mg com rev lib prol,0.56,87263,tramadol 100 mg com rev lib prol,0.56,87517,equipo p/ bi enteral enteralfix air tk ref. 402112p - ponta lanceta,0.86,92744,pote pet c/ tampa 4ml,0.2280779582958708,84288,etiqueta bobina p/ etiquetadora browne,0.7620267271995544,0.5940209370990851,0.86,0.2424870715453204,fuzz_wratio,87517,equipo p/ bi enteral enteralfix air tk ref. 402112p - ponta lanceta,TAMPA PRESSAO INT P/TUBO CONICO PP 18010,revisar,TAMPA PRESSAO INT P/TUBO CONICO PP 18010,0.055,0.055,0.055,87517,11.92,A,equipo p/ bi enteral enteralfix air tk ref. 402112p - ponta lanceta,87517,11207.184000000001,0.44,4931.0,-99.5,False
BELIMUMABE (200MG SOLUCAO INJETAVEL SC SERINGA 1 ML),BELIMUMABE,1,['GSK'],87107,omalizumabe 150 mg sol inj ser preenc 1 ml xolair ,0.7,86604,"golimumabe 50 mg sol inj ser preenc 0,5 ml simponi",0.67,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,104233,"adalimumabe 20 mg/ 0,2 ml sol inj ser preenc humira ",0.3390486241054529,92892,etanercepte 50 mg/ml sol inj sc caneta preenc 1 ml erelzi ,0.9628984332084656,0.7063894114627838,0.9628984332084656,0.2375380806573068,spacy,92892,etanercepte 50 mg/ml sol inj sc caneta preenc 1 ml erelzi ,BELIMUMABE (200MG SOLUCAO INJETAVEL SC SERINGA 1 ML),revisar,BELIMUMABE (200MG SOLUCAO INJETAVEL SC SERINGA 1 ML),1356.445833,1356.445833,1356.445833,92892,396.8,B,etanercepte 50 mg/ml sol inj sc caneta preenc 1 ml erelzi ,92892,16419.584000000003,0.3,4926.0,241.8,False
