linha_produto,principio_ativo,n_skus,marcas,decision,cod_item,desc_global,confidence,reasoning,n_candidates,candidate_cod_items,model,cached,error,run_pass,custo_medio,custo_min,custo_max,vl_medio_global,prev_mes_rs,abc_global
MAX SLIP(LUBRIFICANTE) PRONTO USO 1L,OLEO MINERAL,1,['RIOQUIMICA'],no_match,,,0.83,"Global: lubrificante à base de óleo mineral, pronto uso, 1 L (Rioquímica). Custo Global=R$24,39/un (1 L por un). Match anterior (cod 83763) era lubrificante para instrumentais “hinge free”, produto diferente de óleo mineral e com preço incompatível: R$350,84/un vs R$24,39 (≈14,4×) — rejeitado. Entre os candidatos, nenhum descreve lubrificante óleo mineral 1 L. O item 87322 (manitol+sorbitol 3% 1000 ml) tem volume e preço próximos (R$24,91/un; razão ≈1,02×), porém é solução irrigante IV, não lubrificante — falha na regra clínica. Os demais (cânulas, agulhas, curativos, sondas, medicamentos, etc.) não são clinicamente equivalentes, apesar de preços em torno de R$24. Conclusão: sem equivalente clínico; retornar no_match.",40,"[100820, 88016, 92721, 88098, 87712, 100255, 88043, 88215, 87711, 87936, 88080, 87561, 92817, 87322, 109811, 83785, 87252, 100819, 86755, 84958, 108035, 87419, 86418, 108025, 87987, 102325, 87208, 87983, 86629, 87985, 83922, 87942, 86658, 87194, 111216, 102150, 86815, 92940, 86586, 86495]",openai:gpt-5,False,,reanalyze_price,24.3885,24.3885,24.3885,,,
CITRATO DE TAMOXIFENO (20MG CP REV),CITRATO DE TAMOXIFENO,6,"['BLAU', 'EMS ONCO', 'EUROFARMA ONCO', 'SANDOZ']",match,87222.0,tamoxifeno 20 mg com rev,0.98,"Clínico: mesmo princípio ativo (citrato de tamoxifeno), mesma dose 20 mg, forma/comercialização: comprimido revestido, via oral. Preço: Global R$0,41/un vs Unimed VL/un R$0,41 → razão 1,00 (dentro da faixa 0,25–4). Match anterior (cod 115379) rejeitado: VL médio R$3,02 → razão ~7,37 (>4), indicando unidade/embalagem/produto incompatível.",40,"[83881, 87222, 87067, 83677, 86616, 87123, 86849, 83902, 86413, 86935, 86848, 86493, 86920, 83884, 86883, 87835, 87068, 86775, 86763, 86847, 87038, 84923, 88140, 86924, 86898, 86563, 87142, 87273, 87172, 86569, 87167, 87907, 86651, 87230, 86907, 87181, 86334, 87287, 86766, 86648]",openai:gpt-5,False,,reanalyze_price,4.619000000000001,0.366667,25.6,0.41,1445.373,C
"LETROZOL (2,5MG CP REV)",LETROZOL,8,"['ACCORD', 'BERGAMO', 'BLAU', 'EUROFARMA ONCO', 'NATCOFARMA', 'NOVARTIS', 'ZYDUS']",match,116345.0,"letrozol 2,5 mg com rev - eurofarma ",0.9,"Clínico: letrozol 2,5 mg, comprimido revestido, via oral — mesma substância, dose e forma; marca Eurofarma consta nas compras. Preço: VL/un R$2,68 vs Global R$1,32 → razão 2,03× (dentro de ~0,25–4×). O match anterior (cod 86904) tinha VL R$22,85 → 17,3× (fora), indicando unidade/embalagem ou produto incorreto.",40,"[87003, 84210, 86670, 86438, 87726, 87557, 92955, 86439, 104342, 87725, 83931, 87611, 86724, 86725, 87234, 86609, 87399, 86683, 87529, 83887, 87456, 87530, 84238, 92738, 86915, 87180, 87287, 86860, 116670, 86633, 86907, 87230, 108004, 86905, 86533, 92867, 116345, 86485, 87389, 86914]",openai:gpt-5,False,,reanalyze_price,3.595564125,0.27,21.129179,2.68,108.54,C
FITA AUTOCLAVE 19X30,PRODUTOS PARA SAUDE,2,"['CIEX', 'MISSNER']",no_match,,,0.22,"Global: fita para autoclave 19 mm x 30 m (rolo). Preço Global ≈ R$3,37/rolo. Match anterior (cod 84332) era cx c/48; VL Médio R$4,42/caixa → ≈ R$0,092/rolo (4,42/48), ratio ≈0,03× vs Global — embalagem/unidade errada. Entre os candidatos atuais, o mais próximo é cod 84326 “fita branca hospitalar 19mm x 50m” (R$3,56/rolo; ratio ≈1,06× — preço ok), porém clinicamente não é fita indicadora para autoclave e a metragem é 50 m ≠ 30 m. Demais itens (cateter, atadura, durex 48 mm, medicamentos etc.) não são fita para autoclave — especificações/uso diferentes. Sem candidato que atenda mesma substância/uso e especificações com preço compatível.",40,"[92795, 84912, 88197, 86429, 87788, 84137, 87575, 86988, 83645, 86411, 87753, 87499, 87525, 84262, 87885, 83657, 102366, 86442, 87891, 87576, 101603, 83926, 87886, 87563, 83660, 84326, 87498, 92813, 84894, 87319, 83835, 87320, 84320, 108872, 87586, 87585, 87582, 84315, 84213, 86409]",openai:gpt-5,False,,reanalyze_price,3.3659585,2.942625,3.789292,,,
COLETOR UNIVERSAL 50ML C/PA TP BRANCA,PRODUTOS PARA SAUDE,2,"['CRAL', 'J.PROLAB']",no_match,,,0.9,"Global: coletor universal 50 mL com pá (tampa branca), R$0,20/un. Nenhum candidato com mesmo tipo e especificações. Mais próximo: cod_item=84220 é coletor universal ESTÉRIL 80 mL (sem indicação de pá) — volume/acessório diferentes; VL/un R$0,69 vs Global R$0,20 (ratio≈3,45, dentro da faixa 0,25–4), porém falha clínica. Outros candidatos são medicamentos/seringas/sacos/copos, não equivalentes. Match anterior rejeitado (cod_item=84227) era copo descartável 50 mL (pct/100), produto distinto; mesmo ao normalizar, não é coletor e o preço/un não condiz com R$0,20.",40,"[87259, 87181, 86532, 115792, 87295, 87171, 86525, 86866, 86489, 86969, 83911, 111596, 87899, 86535, 87211, 87804, 87515, 111591, 83644, 87258, 87159, 87185, 83883, 107628, 107340, 92745, 87546, 84225, 87844, 87547, 87545, 83909, 84226, 88009, 84220, 110761, 111955, 87785, 88152, 87499]",openai:gpt-5,False,,reanalyze_price,0.19704,0.19008,0.204,,,
COLETOR URINA 24H 2L TRANSL S/ALCA GRAD,PRODUTOS PARA SAUDE,1,['CRAL'],no_match,,,0.86,"Global: coletor de urina 24h – frasco rígido 2 L, translúcido, sem alça, graduado (CRAL). Nenhum candidato é frasco 24h 2 L. Ex.: cod 28 “sistema aberto 1200 ml” e cod 34 “sistema fechado c/ válvula 2000 ml” são bolsas de drenagem (tipo/sistema diferentes do frasco 24h). Embora os preços estejam na faixa (28: 2,96 → razão 2,96/2,54=1,17; 34: 3,30 → razão 1,30), a equivalência clínica não é atendida (volume/sistema/forma diferentes). Match anterior (87844) era saco plástico 2 L (bolsa), VL 0,30 → razão 0,30/2,54=0,12 (<0,25), confirmando produto/unidade errados.",40,"[111150, 92840, 84228, 83835, 83837, 86559, 110605, 83836, 86972, 87007, 86646, 86341, 86533, 87461, 111003, 86637, 86619, 83774, 83640, 84801, 87277, 86779, 87458, 86857, 84124, 87887, 84181, 87498, 87890, 87888, 87889, 87886, 87891, 87499, 92795, 92851, 87995, 87994, 84182, 87785]",openai:gpt-5,False,,reanalyze_price,2.53925,2.53925,2.53925,,,
"AGULHA DESC 13X4,5",PRODUTOS PARA SAUDE,5,"['DESCARPACK', 'INJEX', 'SOLIDOR', 'SR', 'TKL']",no_match,,,0.7,"Global: agulha hipodérmica descartável 13 mm x 0,45 mm (sem dispositivo de segurança). Match anterior rejeitado (cod 88004) era c/ dispositivo de segurança e VL/un 0,25 vs Global 0,06 (ratio≈4,17) — produto diferente. Entre os candidatos, nenhum é 13x4,5: 106811 é 13x0,30 (30G/1,5) — calibre diferente; VL/un 0,04 vs 0,06 (ratio≈0,67). 87445 é 25x7 e 87682 é 20x5,5 — tamanhos/calibres diferentes; VL/un 0,07 vs 0,06 (ratio≈1,17). Sem candidato com mesma especificação, portanto no_match.",40,"[87680, 83895, 103138, 86483, 86482, 86636, 86706, 87689, 86729, 86941, 87445, 87682, 86562, 86455, 87444, 84227, 87500, 83885, 86635, 86707, 86577, 86578, 86454, 87139, 86470, 106811, 87900, 87446, 87545, 87544, 87546, 87899, 107398, 87514, 87442, 111221, 87443, 100845, 104335, 87547]",openai:gpt-5,False,,reanalyze_price,0.0552596,0.04536,0.062964,,,
BOLSA COLOSTOMIA / ILEOSTOMIA,PRODUTOS PARA SAUDE,1,['MEDSONDA'],no_match,,,0.9,"Clínico: Global é bolsa de colostomia/ileostomia (63 mm, ~200 ml). Descarto itens que não são bolsa (ex.: 83888 saco lixo; sondas; fármacos). Os únicos clinicamente compatíveis são 117124, 87955, 111680, 95553 e 88056, porém o VL/un é R$ 28,12–60,65 vs Global R$ 0,52 (razão ~54×–117×), muito acima do intervalo aceitável; não há indicação de caixa/kit para normalizar. Match anterior 88188 (R$ 23,13) já mostrava razão ~44,5×, provando produto/unidade diferente. Sem candidato com clínica + preço compatíveis.",40,"[83888, 87554, 86772, 86981, 86788, 87223, 86468, 87553, 86853, 92918, 86467, 87052, 87299, 86998, 87614, 86979, 86566, 87284, 87742, 106547, 86862, 86591, 86626, 86344, 83659, 86926, 86921, 86919, 86920, 86924, 86925, 87677, 86334, 86922, 86918, 117124, 87955, 111680, 95553, 88056]",openai:gpt-5,False,,reanalyze_price,0.52,0.52,0.52,,,
ARIPIPRAZOL MONOIDRATADO (15MG COMPRIMIDO),ARIPIPRAZOL MONOIDRATADO,3,"['PRATI DONADUZZI', 'ZYDUS']",no_match,,,0.97,"Global: aripiprazol monoidratado 15 mg comprimido (C1). Nenhum candidato Unimed é aripiprazol 15 mg COM; todos têm outro princípio ativo/formas (ex.: AAS, loperamida, tamoxifeno) ou materiais, logo não há equivalência clínica. Preço Global 0,40/un; embora alguns VL/un (0,20–0,61) estejam próximos, sem o mesmo princípio ativo não pode haver match. Match anterior (cod_item 115489) tinha VL Médio 8,73 → razão 8,73/0,40=21,8× (>4×), sugerindo unidade/embalagem diferente — corretamente rejeitado.",40,"[83902, 86413, 86935, 83881, 87222, 87067, 83884, 83677, 86616, 87123, 86849, 87835, 87068, 86775, 86848, 86493, 86920, 88140, 86924, 86898, 86563, 86937, 86883, 86980, 86925, 86847, 102397, 87166, 87257, 86976, 87273, 86998, 86862, 87093, 87271, 87101, 86479, 83651, 83671, 87259]",openai:gpt-5,False,,reanalyze_price,0.38333599999999995,0.35,0.400008,,,
CLORIDRATO DE AMIODARONA (100MG COMPRIMIDO),CLORIDRATO DE AMIODARONA,1,['GEOLAB'],match,86467.0,amiodarona 100 mg com,0.93,"Mesma substância (cloridrato de amiodarona), mesma dose (100 mg), forma/via: comprimido oral. Preço compatível: VL/un R$0,51 vs Global R$0,34 (ratio ≈1,5×, dentro da faixa). Match anterior (cod 100370) era vitaminas B (substância diferente) e VL R$2,15 (≈6,3×), portanto incorreto.",40,"[87982, 86524, 87538, 86660, 87238, 86345, 86980, 86925, 87547, 83664, 83650, 87166, 88140, 86924, 86898, 86563, 86937, 83903, 84118, 87920, 86922, 86918, 88190, 87257, 86899, 87068, 87067, 87123, 87142, 86983, 87050, 86408, 86467, 86468, 86862, 86535, 87259, 86569, 87271, 87002]",openai:gpt-5,False,,reanalyze_price,0.34,0.34,0.34,0.51,55.794000000000004,C
SCALP 25G LUER LOCK,PRODUTOS PARA SAUDE,2,"['DESCARPACK', 'MEDIX']",no_match,,,0.9,"Global é SCALP (butterfly) 25G com conector luer lock, R$0,17/un (faixa 0,16–0,19). Match anterior 87542 (scalp 25G) tinha VL R$1,67 → 1,67/0,17 = 9,8× (>4×), indicando unidade/embalagem errada — rejeitado. Nos candidatos atuais, o único ""scalp"" é 87539 (19G), calibre diferente do 25G requerido; apesar do preço R$0,25/un (0,25/0,17 = 1,47×) ser aceitável, falha clinicamente (especificação de calibre). Seringas 87546/87545/87547/87835/108813 (luer lock/Slip) e a agulha 87445 não são scalp; demais itens são medicamentos ou insumos distintos. Portanto, nenhum candidato atende ao mesmo insumo (scalp) com mesma especificação (25G luer lock) e preço/un compatível.",40,"[87546, 86649, 86456, 87804, 87515, 111591, 83644, 87258, 87159, 87185, 84225, 83890, 87265, 86565, 86340, 87184, 87171, 86525, 86866, 86489, 86969, 101325, 87537, 84922, 86762, 86938, 87545, 87539, 86750, 86922, 87547, 86488, 86925, 86924, 87835, 87445, 86920, 86921, 108813, 103138]",openai:gpt-5,False,,reanalyze_price,0.172625,0.15525,0.19,,,
SCALP 25G LUER LOCK DISPOSITIVO SEG,PRODUTOS PARA SAUDE,1,['MEDIX'],no_match,,,0.84,"Global é um dispositivo SCALP 25G com Luer lock e dispositivo de segurança (calibre 25G). Entre os candidatos, nenhum é SCALP 25G; o mais próximo é 87539 (scalp 19G), mas calibre 19G ≠ 25G — reprova clinicamente. Preço Global R$0,32/un; 87539 tem R$0,25/un (ratio=0,25/0,32=0,78 — dentro), porém não atende especificação. Demais itens são seringas, agulhas c/ segurança, medicamentos ou materiais diversos — não equivalentes ao insumo. Match anterior 87542 (scalp 25G) tinha VL R$1,67/un → ratio=1,67/0,32=5,22 (>4×), comprovando produto/unidade divergente — não repetir.",40,"[87547, 83664, 83650, 87166, 87238, 86345, 83903, 84118, 87920, 86922, 86918, 88190, 87257, 86899, 86976, 87982, 86524, 92732, 87844, 84850, 87172, 86638, 87273, 108158, 87028, 88139, 88140, 87835, 87539, 88004, 83651, 107398, 87899, 83911, 108813, 86525, 110611, 87800, 87546, 88084]",openai:gpt-5,False,,reanalyze_price,0.32,0.32,0.32,,,
"PROPIONATO DE CLOBETASOL (0,5MG/G CREME)",PROPIONATO DE CLOBETASOL,1,['LABORATORIO GLOBO'],no_match,,,0.95,"Global é PROPIONATO DE CLOBETASOL 0,5 mg/g, creme dermatológico (tópico). Nenhum candidato Unimed contém clobetasol: os tópicos listados têm outros princípios/indicações (ex.: cod 86326 cetoconazol 20 mg/g CR 30 g; cod 101464 betametasona+cetoconazol POM 30 g; cod 86694 dexametasona 1 mg/g CR 10 g; cod 87274 triancinolona 1 mg/g POM bucal 10 g) e os demais são vias/formas diferentes (oral/injetável/dispositivo). Preço: Global R$3,99/un. Match anterior (cod 105079) VL/un=R$54,76 por bisnaga 30 g → razão ≈13,7× (>4×), confirmando produto/unidade diferente. Mesmo quando alguns preços se aproximam (≈R$3,9–8,4), sem equivalência clínica não pode haver match.",40,"[86696, 117564, 87004, 86654, 86516, 107573, 101606, 86824, 84182, 87198, 87071, 87242, 87519, 87709, 87994, 87314, 86463, 86893, 84894, 92813, 83646, 87274, 86890, 83669, 102359, 83662, 111420, 83663, 83660, 86503, 86326, 86533, 86646, 86568, 101464, 86694, 84154, 92912, 84134, 86724]",openai:gpt-5,False,,reanalyze_price,3.99,3.99,3.99,,,
BOLSA COLOSTOMIA 30MM SACO PLASTICO200ML,PRODUTOS PARA SAUDE,1,['MEDSONDA'],no_match,,,0.88,"Global: bolsa de colostomia 30 mm, 200 ml, UN a R$0,43/un. Candidatos de colostomia: 92785 (R$33,22/un → 77,3×), 111334 (R$29,13/un → 67,8×) e 88056 (R$28,12/un → 65,4× e aro 60 mm ≠ 30 mm) — todos fora da faixa de preço e/ou especificação. Demais itens com preço ~R$0,4 (medicamentos, sacos/coletores) não são bolsa de colostomia 30 mm/200 ml (incompatibilidade clínica). Match anterior (108314, R$29,80 → 69,3×) também confirma produto/unidade diferente.",40,"[86848, 86493, 86920, 86883, 83677, 86616, 87123, 86849, 86847, 87038, 86763, 84923, 83881, 87222, 87067, 86406, 86643, 87142, 86921, 92898, 83902, 86413, 86935, 83668, 88009, 86569, 83903, 87844, 84220, 83882, 87677, 111596, 111591, 83802, 84210, 83684, 83909, 92785, 111334, 88056]",openai:gpt-5,False,,reanalyze_price,0.4326,0.4326,0.4326,,,
"TANSULOSINA  ( 0,4MG CP) LIB PROL",TANSULOSINA,1,['ZYDUS'],match,87223.0,"tansulosina 0,4 mg com rev lib prol",0.94,"Clínico: mesma substância (tansulosina), mesma dose 0,4 mg, mesma forma/tecnologia (comprimido revestido de liberação prolongada) — via oral, equivalente ao item Global. Preço: Global R$0,48/un vs Unimed R$0,52/un (VL/un); razão 0,52/0,48 ≈ 1,08 dentro da faixa aceitável. Match anterior (cod 86741) era combinação com dutasterida e VL R$2,07 (razão ≈4,31>4), confirmando produto diferente.",40,"[87730, 102397, 86926, 86983, 83659, 86783, 87050, 86408, 108813, 83668, 88009, 87656, 86730, 86970, 106547, 86406, 86643, 87142, 86921, 92898, 87553, 86853, 92918, 86467, 87052, 87223, 86981, 86848, 86849, 86775, 86980, 87300, 92744, 87238, 86330, 87062, 86966, 87061, 87051, 86689]",openai:gpt-5,False,,reanalyze_price,0.483,0.483,0.483,0.52,18.564000000000004,C
LEVETIRACETAM (250MG COMPRIMIDO REVESTIDO) C1,LEVETIRACETAM,2,"['SANDOZ', 'TORRENT PHARMA']",no_match,,,0.93,"Global requer LEVETIRACETAM 250 mg comprimido revestido (C1). Entre os candidatos, o único com a mesma substância é o cod_item=116670, porém em dose 500 mg (especificação diferente). Além disso, seu VL/un=R$1,96 vs custo Global R$9,81 → razão 0,20 (<0,25), sugerindo unidade/embalagem/preço incompatível. Os demais candidatos têm princípios ativos ou são dispositivos não equivalentes. Match anterior (cod_item=86907) foi corretamente rejeitado: VL Médio R$0,78 vs R$9,81 → razão 0,08 (<0,25), indicando produto/unidade/embalagem diferente.",40,"[86748, 107287, 84134, 86510, 115699, 88175, 87591, 87017, 92930, 87674, 87309, 87620, 86546, 101465, 84189, 83923, 114169, 87723, 86653, 84237, 84789, 87901, 88173, 111221, 86735, 86933, 87158, 102396, 92866, 92964, 108057, 87242, 87144, 86914, 108160, 87389, 101241, 86665, 86401, 116670]",openai:gpt-5,False,,reanalyze_price,9.812999999999999,0.676,18.95,,,
MMIRABEGRONA (50MG COMPRIMIDO) comprimido revestido de liberaÃ§Ã£o prolongada,MIRABEGRONA,1,['ALTHAIA S.A INDUSTRIA'],no_match,,,0.98,"Global: mirabegrona 50 mg, comprimido revestido de liberação prolongada (via oral), custo R$1,79/un. Nenhum candidato Unimed é MIRABEGRONA 50 mg ER; todos têm outros princípios/itens (ex.: 86962 metadona 10 mg; 86622 hidroxicloroquina 400 mg; 86570 carbonato de lítio 450 mg lib. prol.; materiais diversos). Mesmo onde o preço/un é compatível (ex.: 86570 R$2,06/un → razão 2,06/1,79=1,15; 92955 R$1,38/un → razão 1,38/1,79=0,77), falha clínica. Match anterior rejeitado (cod 92930 ‘mirabegrona 50mg myrbetric’): VL R$9,60/un → razão 9,60/1,79=5,36 (>4×), indicando unidade/embalagem ou produto incompatível. Portanto, não há equivalente correto na lista.",40,"[87460, 86995, 86962, 86622, 87609, 88196, 87772, 88027, 84847, 84278, 101721, 84212, 84269, 86431, 87951, 87610, 86422, 86860, 84902, 111147, 87215, 86694, 87540, 86950, 100845, 92912, 86570, 100370, 86568, 86633, 92955, 86533, 86725, 86724, 86999, 87285, 87127, 86648, 86689, 87287]",openai:gpt-5,False,,reanalyze_price,1.785267,1.785267,1.785267,,,
GARROTE EM ROLO LATEX FREE 46CM,PRODUTOS PARA SAUDE,1,['LABOR IMPORT'],no_match,,,0.86,"Global: garrote/torniquete latex‑free 46 cm (dispositivo de punção venosa). Nenhum candidato Unimed descreve garrote/torniquete 46 cm. Itens próximos, porém clinicamente diferentes: 116418 é cadarço vascular de silicone 1,0 mm x 40,6 cm (laço cirúrgico), não garrote, embora o preço 55,00 (ratio 55,00/36,21≈1,52) fique na faixa. 88011 (tensoplast 5 cm x 4,5 m) e 88058 (fita médica 50 mm x 4,0 m) são fitas/curativos, não garrote, com preços 35,33 (ratio≈0,98) e 36,84 (ratio≈1,02). Match anterior rejeitado (cod 87907): “torniquete … c/25”; normalizando, 15,21/25≈0,61 por un, ratio 0,61/36,21≈0,017 (<0,2×) — embalagem/unidade incompatível, produto diferente.",40,"[87015, 87481, 87479, 88087, 111115, 87486, 87483, 92985, 83908, 87225, 88058, 86588, 87201, 84934, 101241, 87514, 83880, 87451, 88011, 86478, 100269, 100443, 87310, 87675, 87980, 87597, 101297, 93617, 86795, 100262, 87595, 92940, 88172, 115572, 87118, 100255, 88080, 116418, 87305, 86573]",openai:gpt-5,False,,reanalyze_price,36.21,36.21,36.21,,,
SULFATO DE MAGNESIO (500MG/ML INJETAVEL 10ML),SULFATO DE MAGNESIO HEPTAIDRATADO,1,['HALEX ISTAR'],match,87209.0,sulfato de magnesio 10% (100 mg/ml) sol inj amp 10 ml,0.9,"Clínico: mesmo insumo (sulfato de magnésio heptaidratado), mesma forma/via (solução injetável), mesma apresentação: 10% (100 mg/mL), ampola 10 mL. Preço: Global R$0,80/un vs candidato R$0,95/un → razão 0,95/0,80=1,19 (dentro da faixa). Match anterior (cod 87210) estava errado: concentração 50% (500 mg/mL) e preço R$5,72 → razão 7,15 (>4×), indicando produto/concentração diferente.",40,"[83639, 87062, 87556, 87308, 86421, 83665, 86407, 87677, 86330, 102358, 87006, 87221, 86907, 86494, 86695, 87207, 86769, 86592, 86328, 87453, 87748, 87230, 87621, 86548, 86940, 86437, 83882, 87266, 87209, 87287, 86708, 87285, 83668, 83677, 87024, 86601, 83664, 104760, 92888, 115814]",openai:gpt-5,False,,reanalyze_price,0.8,0.8,0.8,0.95,217.265,C
CATETER INTRAVENOSO 14G,PRODUTOS PARA SAUDE,1,['TKL'],no_match,,,0.92,"Clínico: Global é cateter intravenoso periférico 14G. Nenhum candidato Unimed é 14G (listados: 16G, 18G, 20G, 22G, 24G), portanto não atende a mesma especificação (calibre). Preço: Global R$0,57/un. Mesmo os mais próximos em natureza têm VL/un entre R$2,32 e R$3,37 — razões de ~4,07× (2,32/0,57) a ~5,92× (3,37/0,57), fora da faixa 0,25×–4× após normalização. Match anterior (cod 87886, 14G com dispositivo de segurança) foi corretamente rejeitado: R$3,24/un = 5,68×, incompatível com o custo Global. Sem candidato que passe clínica + preço.",40,"[86569, 83904, 100842, 86919, 110611, 83642, 87800, 86862, 86591, 86626, 86344, 87907, 87616, 84277, 87271, 86998, 87614, 86979, 86566, 87284, 87742, 86590, 87098, 86468, 86617, 87494, 106331, 88148, 87503, 106529, 87890, 87891, 87889, 87888, 92795, 87887, 110606, 110605, 87624, 87698]",openai:gpt-5,False,,reanalyze_price,0.575,0.575,0.575,,,
CATETER INTRAVENOSO 14G TEFLON,PRODUTOS PARA SAUDE,1,['DESCARPACK'],no_match,,,0.92,"Global: cateter intravenoso 14G em Teflon (sem menção a dispositivo de segurança), custo 0,51/un. Nenhum candidato Unimed é cateter IV 14G Teflon sem segurança e com preço compatível: 110606 (20G sem segurança) 2,32/un = 4,55×; 110605 (18G sem segurança) 2,52/un = 4,94×; 87890–87891–87889–87888–92795–87887 (com dispositivo de segurança, 22–16G) 2,89–3,37/un = 5,67–6,61×; 87698 é cateter epidural (dispositivo distinto). Demais itens (sondas, seringa, gaze, cateter nasal, fármacos) não são equivalentes. Match anterior 87886 (14G com segurança) 3,24/un = 6,35×, confirmando produto diferente.",40,"[87553, 86853, 92918, 86467, 87052, 87299, 106547, 83888, 87554, 86772, 86981, 86788, 87223, 83659, 86783, 87050, 86408, 108813, 86468, 87730, 102397, 86926, 86983, 86998, 87614, 102358, 87494, 88004, 106331, 88148, 87503, 87698, 87890, 87891, 87889, 87888, 92795, 87887, 110606, 110605]",openai:gpt-5,False,,reanalyze_price,0.506877,0.506877,0.506877,,,
COLECALCIFEROL (7000UI CAPSULA GELATINOSA MOLE),COLECALCIFEROL,1,['NEO QUIMICA'],no_match,,,0.9,"Nenhum candidato corresponde a colecalciferol 7.000 UI cápsula gelatinosa mole. Candidatos de colecalciferol: 86661 é 1.000 UI cap mole (dose diferente) com VL/un R$0,29 vs Global R$0,16 (razão 1,81×); 86665 é 50.000 UI comprimido revestido (forma e dose diferentes) com VL/un R$38,66 vs R$0,16 (241,6×). Match anterior rejeitado 86666 (7.000 UI comprimido revestido) também não é cap gel mole e o preço R$2,00 vs R$0,16 (12,5×) confirma produto/unidade diferente.",40,"[83890, 87265, 86565, 86340, 87184, 101325, 84225, 87537, 84922, 86762, 87092, 83685, 86576, 86453, 86733, 88162, 88161, 87546, 86649, 86456, 88163, 83667, 87526, 86967, 87804, 86966, 86816, 86661, 86406, 87284, 86591, 86569, 87098, 107750, 86665, 86556, 86857, 86601, 86871, 104342]",openai:gpt-5,False,,reanalyze_price,0.157,0.157,0.157,,,
DIGLICONATO DE CLOREXIDINA (RIO HANDS SCRUB DESINFECTANTE 1250ML),DIGLICONATO DE CLOREXIDINA,1,['RIOQUIMICA'],no_match,,,0.9,"Global: digliconato de clorexidina “Rio Hands Scrub” para higienização das mãos, frasco 1250 ml (Rioquímica). Nenhum candidato Unimed possui mesma forma/volume e especificação. Os itens de clorexidina listados diferem na formulação e/ou embalagem e têm preço por unidade muito inferior ao Global: 84213 aquosa 0,2% 1000 ml VL/un R$5,63 (razão 0,04×), 84215 degermante 2% 100 ml R$2,17 (0,01×), 84211 alcoólica 0,5% 1000 ml R$10,56 (0,07×), 84212 alcoólica 0,5% 100 ml R$1,73 (0,01×), 102531 bucal 0,12% 30 ml R$2,69 (0,02×), 84269 escova c/ clorexidina 2% R$1,73 (–). Todos <0,25× do custo Global R$160/un. Demais itens (p. ex., cânulas, fármacos) não são clinicamente equivalentes. Match anterior 84214 (degermante 2% 1000 ml R$14,52) também era incompatível (razão 0,09×) e embalagem diferente (1 L vs 1,25 L scrub).",40,"[112707, 88075, 87501, 87182, 86595, 87840, 89514, 84186, 92806, 86958, 84985, 101457, 87919, 102879, 92802, 88035, 87776, 92740, 84100, 86761, 87178, 92751, 87356, 86877, 87030, 86771, 113688, 86705, 86504, 86825, 111591, 84213, 84215, 86704, 84212, 84211, 102531, 84269, 84210, 104303]",openai:gpt-5,False,,reanalyze_price,160.0,160.0,160.0,,,
ACIDO VALPROICO (250MG PC REV),ACIDO VALPROICO,1,['ABBOTT'],no_match,,,0.98,"Global: ácido valpróico 250 mg comprimido revestido (via oral). Nenhum candidato Unimed é ácido valpróico 250 mg com rev — todos são outros fármacos (ex.: atorvastatina 20 mg, topiramato 25/50 mg, rivaroxabana, etc.) ou materiais (pulseiras, agulhas, sacos). Ex.: cod 86492 (atorvastatina 20 mg) tem VL/un=R$0,22 e razão 0,22/0,22=1,00 (preço compatível), mas clinicamente não corresponde; cod 87259 (topiramato 50 mg) VL/un=R$0,20, razão 0,20/0,22≈0,91, também não corresponde clinicamente. Match anterior (divalproato de sódio 250 mg com rev, cod 86724) estava incorreto: além de não ser o mesmo princípio, o VL/un=R$1,25 vs custo R$0,22 (razão≈5,68×>4×) evidencia produto/unidade diferentes.",40,"[83883, 107628, 107340, 107629, 107342, 107398, 107341, 107630, 107627, 92745, 86492, 86693, 92944, 83900, 87761, 83671, 87773, 86851, 83911, 111596, 87899, 86535, 87211, 84117, 87640, 83651, 87259, 87181, 86525, 87165, 87258, 87167, 87093, 86526, 87273, 86340, 87166, 87092, 87143, 86338]",openai:gpt-5,False,,reanalyze_price,0.22,0.22,0.22,,,
SULFADIAZINA DE PRATA TOPICO ( 10MG/G BISNAGA CREME TOPICO 50G),SULFADIAZINA DE PRATA,2,['NATIVITA'],no_match,,,0.9,"Global: sulfadiazina de prata 1% (10 mg/g) creme dermatológico em bisnaga 50 g; custo R$5,79/un. Nenhum candidato listado é sulfadiazina de prata 1% creme 50 g (aparecem anti-histamínico xarope, suturas, anestésicos, clorexidina 0,2% 1000 ml, diclofenaco gel 60 g, neomicina+bacitracina 15 g, etc.). Apesar de alguns VL/un (~R$5,59–6,04) estarem próximos ao custo, todos falham clinicamente (substância/apresentação diferentes). Match anterior rejeitado (cod 87203) permanece incompatível: VL/un R$27,12 vs custo R$5,79 → razão 4,69× (>4×), mesma unidade (bisnaga 50 g), indicando produto/unidade de preço divergente.",40,"[87115, 87367, 87369, 88184, 86544, 86690, 114765, 86409, 87210, 84651, 87188, 84114, 102396, 88198, 86503, 88154, 84213, 87703, 87195, 84662, 84843, 83666, 86722, 83690, 86870, 86710, 87033, 87035, 84165, 84899, 83673, 111420, 101465, 87014, 87022, 101607, 87286, 84670, 87405, 100370]",openai:gpt-5,False,,reanalyze_price,5.79,5.59,5.99,,,
